Lower tier local authorities Code,Lower tier local authorities,General health (3 categories) Code,General health (3 categories),Hours worked (5 categories) Code,Hours worked (5 categories),Method used to travel to workplace (12 categories) Code,Method used to travel to workplace (12 categories),National Statistics Socio-economic Classification (NS-SeC) (10 categories) Code,National Statistics Socio-economic Classification (NS-SeC) (10 categories),Observation
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,7,Driving a car or van,7,L13: Routine occupations,449
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,7,Driving a car or van,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,7,Driving a car or van,9,L15: Full-time students,154
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,8,Passenger in a car or van,-8,Does not apply,0
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,8,Passenger in a car or van,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",7
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,8,Passenger in a car or van,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",34
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,8,Passenger in a car or van,3,L7: Intermediate occupations,23
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,8,Passenger in a car or van,4,L8 and L9: Small employers and own account workers,47
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,8,Passenger in a car or van,5,L10 and L11: Lower supervisory and technical occupations,47
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,8,Passenger in a car or van,6,L12: Semi-routine occupations,44
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,8,Passenger in a car or van,7,L13: Routine occupations,58
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,8,Passenger in a car or van,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,8,Passenger in a car or van,9,L15: Full-time students,25
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,9,Bicycle,-8,Does not apply,0
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,9,Bicycle,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",79
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,9,Bicycle,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",227
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,9,Bicycle,3,L7: Intermediate occupations,58
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,9,Bicycle,4,L8 and L9: Small employers and own account workers,183
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,9,Bicycle,5,L10 and L11: Lower supervisory and technical occupations,81
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,9,Bicycle,6,L12: Semi-routine occupations,133
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,9,Bicycle,7,L13: Routine occupations,181
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,9,Bicycle,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,9,Bicycle,9,L15: Full-time students,109
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,10,On foot,-8,Does not apply,0
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,10,On foot,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",96
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,10,On foot,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",425
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,10,On foot,3,L7: Intermediate occupations,548
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,10,On foot,4,L8 and L9: Small employers and own account workers,197
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,10,On foot,5,L10 and L11: Lower supervisory and technical occupations,159
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,10,On foot,6,L12: Semi-routine occupations,720
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,10,On foot,7,L13: Routine occupations,607
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,10,On foot,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,10,On foot,9,L15: Full-time students,256
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,11,Other method of travel to work,-8,Does not apply,0
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,11,Other method of travel to work,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",14
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,11,Other method of travel to work,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",38
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,11,Other method of travel to work,3,L7: Intermediate occupations,31
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,11,Other method of travel to work,4,L8 and L9: Small employers and own account workers,150
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,11,Other method of travel to work,5,L10 and L11: Lower supervisory and technical occupations,20
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,11,Other method of travel to work,6,L12: Semi-routine occupations,32
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,11,Other method of travel to work,7,L13: Routine occupations,32
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,11,Other method of travel to work,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,11,Other method of travel to work,9,L15: Full-time students,17
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,12,Not in employment or aged 15 years and under,-8,Does not apply,0
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,12,Not in employment or aged 15 years and under,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,12,Not in employment or aged 15 years and under,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,12,Not in employment or aged 15 years and under,3,L7: Intermediate occupations,0
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,12,Not in employment or aged 15 years and under,4,L8 and L9: Small employers and own account workers,0
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,12,Not in employment or aged 15 years and under,5,L10 and L11: Lower supervisory and technical occupations,0
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,12,Not in employment or aged 15 years and under,6,L12: Semi-routine occupations,0
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,12,Not in employment or aged 15 years and under,7,L13: Routine occupations,0
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,12,Not in employment or aged 15 years and under,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,12,Not in employment or aged 15 years and under,9,L15: Full-time students,0
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,1,Work mainly at or from home,-8,Does not apply,0
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,1,Work mainly at or from home,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",25290
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,1,Work mainly at or from home,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",16706
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,1,Work mainly at or from home,3,L7: Intermediate occupations,4272
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,1,Work mainly at or from home,4,L8 and L9: Small employers and own account workers,1528
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,1,Work mainly at or from home,5,L10 and L11: Lower supervisory and technical occupations,553
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,1,Work mainly at or from home,6,L12: Semi-routine occupations,742
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,1,Work mainly at or from home,7,L13: Routine occupations,392
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,1,Work mainly at or from home,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,1,Work mainly at or from home,9,L15: Full-time students,533
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,2,"Underground, metro, light rail, tram",-8,Does not apply,0
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,2,"Underground, metro, light rail, tram",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",2219
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,2,"Underground, metro, light rail, tram",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",3592
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,2,"Underground, metro, light rail, tram",3,L7: Intermediate occupations,1435
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,2,"Underground, metro, light rail, tram",4,L8 and L9: Small employers and own account workers,721
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,2,"Underground, metro, light rail, tram",5,L10 and L11: Lower supervisory and technical occupations,888
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,2,"Underground, metro, light rail, tram",6,L12: Semi-routine occupations,1207
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,2,"Underground, metro, light rail, tram",7,L13: Routine occupations,1250
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,2,"Underground, metro, light rail, tram",8,L14.1 and L14.2: Never worked and long-term unemployed,0
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,2,"Underground, metro, light rail, tram",9,L15: Full-time students,344
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,3,Train,-8,Does not apply,0
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,3,Train,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",404
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,3,Train,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",893
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,3,Train,3,L7: Intermediate occupations,568
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,3,Train,4,L8 and L9: Small employers and own account workers,206
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,3,Train,5,L10 and L11: Lower supervisory and technical occupations,208
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,3,Train,6,L12: Semi-routine occupations,416
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,3,Train,7,L13: Routine occupations,278
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,3,Train,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,3,Train,9,L15: Full-time students,86
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,4,"Bus, minibus or coach",-8,Does not apply,0
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,4,"Bus, minibus or coach",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",236
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,4,"Bus, minibus or coach",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",777
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,4,"Bus, minibus or coach",3,L7: Intermediate occupations,584
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,4,"Bus, minibus or coach",4,L8 and L9: Small employers and own account workers,115
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,4,"Bus, minibus or coach",5,L10 and L11: Lower supervisory and technical occupations,251
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,4,"Bus, minibus or coach",6,L12: Semi-routine occupations,578
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,4,"Bus, minibus or coach",7,L13: Routine occupations,588
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,4,"Bus, minibus or coach",8,L14.1 and L14.2: Never worked and long-term unemployed,0
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,4,"Bus, minibus or coach",9,L15: Full-time students,100
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,5,Taxi,-8,Does not apply,0
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,5,Taxi,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",37
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,5,Taxi,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",69
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,5,Taxi,3,L7: Intermediate occupations,29
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,5,Taxi,4,L8 and L9: Small employers and own account workers,119
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,5,Taxi,5,L10 and L11: Lower supervisory and technical occupations,9
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,5,Taxi,6,L12: Semi-routine occupations,25
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,5,Taxi,7,L13: Routine occupations,10
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,5,Taxi,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,5,Taxi,9,L15: Full-time students,6
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,6,"Motorcycle, scooter or moped",-8,Does not apply,0
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,6,"Motorcycle, scooter or moped",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",48
E09000030,Tower Hamlets,1,Good health,3,Full-time: 31 to 48 hours worked,6,"Motorcycle, scooter or moped",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",67
