Lower tier local authorities Code,Lower tier local authorities,General health (3 categories) Code,General health (3 categories),Method used to travel to workplace (12 categories) Code,Method used to travel to workplace (12 categories),National Statistics Socio-economic Classification (NS-SeC) (10 categories) Code,National Statistics Socio-economic Classification (NS-SeC) (10 categories),Hours worked (3 categories) Code,Hours worked (3 categories),Observation
E07000137,East Lindsey,2,Not good health,9,Bicycle,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1,Part-time: 30 hours or less worked,0
E07000137,East Lindsey,2,Not good health,9,Bicycle,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",2,Full-time: 31 or more hours worked,4
E07000137,East Lindsey,2,Not good health,9,Bicycle,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",-8,Does not apply,0
E07000137,East Lindsey,2,Not good health,9,Bicycle,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1,Part-time: 30 hours or less worked,2
E07000137,East Lindsey,2,Not good health,9,Bicycle,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",2,Full-time: 31 or more hours worked,18
E07000137,East Lindsey,2,Not good health,9,Bicycle,3,L7: Intermediate occupations,-8,Does not apply,0
E07000137,East Lindsey,2,Not good health,9,Bicycle,3,L7: Intermediate occupations,1,Part-time: 30 hours or less worked,5
E07000137,East Lindsey,2,Not good health,9,Bicycle,3,L7: Intermediate occupations,2,Full-time: 31 or more hours worked,4
E07000137,East Lindsey,2,Not good health,9,Bicycle,4,L8 and L9: Small employers and own account workers,-8,Does not apply,0
E07000137,East Lindsey,2,Not good health,9,Bicycle,4,L8 and L9: Small employers and own account workers,1,Part-time: 30 hours or less worked,2
E07000137,East Lindsey,2,Not good health,9,Bicycle,4,L8 and L9: Small employers and own account workers,2,Full-time: 31 or more hours worked,4
E07000137,East Lindsey,2,Not good health,9,Bicycle,5,L10 and L11: Lower supervisory and technical occupations,-8,Does not apply,0
E07000137,East Lindsey,2,Not good health,9,Bicycle,5,L10 and L11: Lower supervisory and technical occupations,1,Part-time: 30 hours or less worked,5
E07000137,East Lindsey,2,Not good health,9,Bicycle,5,L10 and L11: Lower supervisory and technical occupations,2,Full-time: 31 or more hours worked,22
E07000137,East Lindsey,2,Not good health,9,Bicycle,6,L12: Semi-routine occupations,-8,Does not apply,0
E07000137,East Lindsey,2,Not good health,9,Bicycle,6,L12: Semi-routine occupations,1,Part-time: 30 hours or less worked,17
E07000137,East Lindsey,2,Not good health,9,Bicycle,6,L12: Semi-routine occupations,2,Full-time: 31 or more hours worked,8
E07000137,East Lindsey,2,Not good health,9,Bicycle,7,L13: Routine occupations,-8,Does not apply,0
E07000137,East Lindsey,2,Not good health,9,Bicycle,7,L13: Routine occupations,1,Part-time: 30 hours or less worked,37
E07000137,East Lindsey,2,Not good health,9,Bicycle,7,L13: Routine occupations,2,Full-time: 31 or more hours worked,27
E07000137,East Lindsey,2,Not good health,9,Bicycle,8,L14.1 and L14.2: Never worked and long-term unemployed,-8,Does not apply,0
E07000137,East Lindsey,2,Not good health,9,Bicycle,8,L14.1 and L14.2: Never worked and long-term unemployed,1,Part-time: 30 hours or less worked,0
E07000137,East Lindsey,2,Not good health,9,Bicycle,8,L14.1 and L14.2: Never worked and long-term unemployed,2,Full-time: 31 or more hours worked,0
E07000137,East Lindsey,2,Not good health,9,Bicycle,9,L15: Full-time students,-8,Does not apply,0
E07000137,East Lindsey,2,Not good health,9,Bicycle,9,L15: Full-time students,1,Part-time: 30 hours or less worked,0
E07000137,East Lindsey,2,Not good health,9,Bicycle,9,L15: Full-time students,2,Full-time: 31 or more hours worked,1
E07000137,East Lindsey,2,Not good health,10,On foot,-8,Does not apply,-8,Does not apply,0
E07000137,East Lindsey,2,Not good health,10,On foot,-8,Does not apply,1,Part-time: 30 hours or less worked,0
E07000137,East Lindsey,2,Not good health,10,On foot,-8,Does not apply,2,Full-time: 31 or more hours worked,0
E07000137,East Lindsey,2,Not good health,10,On foot,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",-8,Does not apply,0
E07000137,East Lindsey,2,Not good health,10,On foot,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1,Part-time: 30 hours or less worked,7
E07000137,East Lindsey,2,Not good health,10,On foot,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",2,Full-time: 31 or more hours worked,15
E07000137,East Lindsey,2,Not good health,10,On foot,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",-8,Does not apply,0
E07000137,East Lindsey,2,Not good health,10,On foot,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1,Part-time: 30 hours or less worked,37
E07000137,East Lindsey,2,Not good health,10,On foot,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",2,Full-time: 31 or more hours worked,78
E07000137,East Lindsey,2,Not good health,10,On foot,3,L7: Intermediate occupations,-8,Does not apply,0
E07000137,East Lindsey,2,Not good health,10,On foot,3,L7: Intermediate occupations,1,Part-time: 30 hours or less worked,48
E07000137,East Lindsey,2,Not good health,10,On foot,3,L7: Intermediate occupations,2,Full-time: 31 or more hours worked,32
E07000137,East Lindsey,2,Not good health,10,On foot,4,L8 and L9: Small employers and own account workers,-8,Does not apply,0
E07000137,East Lindsey,2,Not good health,10,On foot,4,L8 and L9: Small employers and own account workers,1,Part-time: 30 hours or less worked,47
E07000137,East Lindsey,2,Not good health,10,On foot,4,L8 and L9: Small employers and own account workers,2,Full-time: 31 or more hours worked,40
E07000137,East Lindsey,2,Not good health,10,On foot,5,L10 and L11: Lower supervisory and technical occupations,-8,Does not apply,0
E07000137,East Lindsey,2,Not good health,10,On foot,5,L10 and L11: Lower supervisory and technical occupations,1,Part-time: 30 hours or less worked,20
E07000137,East Lindsey,2,Not good health,10,On foot,5,L10 and L11: Lower supervisory and technical occupations,2,Full-time: 31 or more hours worked,43
E07000137,East Lindsey,2,Not good health,10,On foot,6,L12: Semi-routine occupations,-8,Does not apply,0
E07000137,East Lindsey,2,Not good health,10,On foot,6,L12: Semi-routine occupations,1,Part-time: 30 hours or less worked,207
E07000137,East Lindsey,2,Not good health,10,On foot,6,L12: Semi-routine occupations,2,Full-time: 31 or more hours worked,93
E07000137,East Lindsey,2,Not good health,10,On foot,7,L13: Routine occupations,-8,Does not apply,0
E07000137,East Lindsey,2,Not good health,10,On foot,7,L13: Routine occupations,1,Part-time: 30 hours or less worked,154
E07000137,East Lindsey,2,Not good health,10,On foot,7,L13: Routine occupations,2,Full-time: 31 or more hours worked,64
E07000137,East Lindsey,2,Not good health,10,On foot,8,L14.1 and L14.2: Never worked and long-term unemployed,-8,Does not apply,0
E07000137,East Lindsey,2,Not good health,10,On foot,8,L14.1 and L14.2: Never worked and long-term unemployed,1,Part-time: 30 hours or less worked,0
E07000137,East Lindsey,2,Not good health,10,On foot,8,L14.1 and L14.2: Never worked and long-term unemployed,2,Full-time: 31 or more hours worked,0
E07000137,East Lindsey,2,Not good health,10,On foot,9,L15: Full-time students,-8,Does not apply,0
E07000137,East Lindsey,2,Not good health,10,On foot,9,L15: Full-time students,1,Part-time: 30 hours or less worked,11
E07000137,East Lindsey,2,Not good health,10,On foot,9,L15: Full-time students,2,Full-time: 31 or more hours worked,3
E07000137,East Lindsey,2,Not good health,11,Other method of travel to work,-8,Does not apply,-8,Does not apply,0
E07000137,East Lindsey,2,Not good health,11,Other method of travel to work,-8,Does not apply,1,Part-time: 30 hours or less worked,0
E07000137,East Lindsey,2,Not good health,11,Other method of travel to work,-8,Does not apply,2,Full-time: 31 or more hours worked,0
E07000137,East Lindsey,2,Not good health,11,Other method of travel to work,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",-8,Does not apply,0
E07000137,East Lindsey,2,Not good health,11,Other method of travel to work,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1,Part-time: 30 hours or less worked,2
E07000137,East Lindsey,2,Not good health,11,Other method of travel to work,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",2,Full-time: 31 or more hours worked,2
E07000137,East Lindsey,2,Not good health,11,Other method of travel to work,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",-8,Does not apply,0
E07000137,East Lindsey,2,Not good health,11,Other method of travel to work,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1,Part-time: 30 hours or less worked,12
E07000137,East Lindsey,2,Not good health,11,Other method of travel to work,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",2,Full-time: 31 or more hours worked,11
E07000137,East Lindsey,2,Not good health,11,Other method of travel to work,3,L7: Intermediate occupations,-8,Does not apply,0
E07000137,East Lindsey,2,Not good health,11,Other method of travel to work,3,L7: Intermediate occupations,1,Part-time: 30 hours or less worked,8
E07000137,East Lindsey,2,Not good health,11,Other method of travel to work,3,L7: Intermediate occupations,2,Full-time: 31 or more hours worked,0
E07000137,East Lindsey,2,Not good health,11,Other method of travel to work,4,L8 and L9: Small employers and own account workers,-8,Does not apply,0
E07000137,East Lindsey,2,Not good health,11,Other method of travel to work,4,L8 and L9: Small employers and own account workers,1,Part-time: 30 hours or less worked,24
E07000137,East Lindsey,2,Not good health,11,Other method of travel to work,4,L8 and L9: Small employers and own account workers,2,Full-time: 31 or more hours worked,14
E07000137,East Lindsey,2,Not good health,11,Other method of travel to work,5,L10 and L11: Lower supervisory and technical occupations,-8,Does not apply,0
E07000137,East Lindsey,2,Not good health,11,Other method of travel to work,5,L10 and L11: Lower supervisory and technical occupations,1,Part-time: 30 hours or less worked,5
E07000137,East Lindsey,2,Not good health,11,Other method of travel to work,5,L10 and L11: Lower supervisory and technical occupations,2,Full-time: 31 or more hours worked,8
E07000137,East Lindsey,2,Not good health,11,Other method of travel to work,6,L12: Semi-routine occupations,-8,Does not apply,0
E07000137,East Lindsey,2,Not good health,11,Other method of travel to work,6,L12: Semi-routine occupations,1,Part-time: 30 hours or less worked,13
E07000137,East Lindsey,2,Not good health,11,Other method of travel to work,6,L12: Semi-routine occupations,2,Full-time: 31 or more hours worked,6
E07000137,East Lindsey,2,Not good health,11,Other method of travel to work,7,L13: Routine occupations,-8,Does not apply,0
E07000137,East Lindsey,2,Not good health,11,Other method of travel to work,7,L13: Routine occupations,1,Part-time: 30 hours or less worked,16
E07000137,East Lindsey,2,Not good health,11,Other method of travel to work,7,L13: Routine occupations,2,Full-time: 31 or more hours worked,7
E07000137,East Lindsey,2,Not good health,11,Other method of travel to work,8,L14.1 and L14.2: Never worked and long-term unemployed,-8,Does not apply,0
E07000137,East Lindsey,2,Not good health,11,Other method of travel to work,8,L14.1 and L14.2: Never worked and long-term unemployed,1,Part-time: 30 hours or less worked,0
E07000137,East Lindsey,2,Not good health,11,Other method of travel to work,8,L14.1 and L14.2: Never worked and long-term unemployed,2,Full-time: 31 or more hours worked,0
E07000137,East Lindsey,2,Not good health,11,Other method of travel to work,9,L15: Full-time students,-8,Does not apply,0
E07000137,East Lindsey,2,Not good health,11,Other method of travel to work,9,L15: Full-time students,1,Part-time: 30 hours or less worked,3
E07000137,East Lindsey,2,Not good health,11,Other method of travel to work,9,L15: Full-time students,2,Full-time: 31 or more hours worked,0
E07000137,East Lindsey,2,Not good health,12,Not in employment or aged 15 years and under,-8,Does not apply,-8,Does not apply,814
E07000137,East Lindsey,2,Not good health,12,Not in employment or aged 15 years and under,-8,Does not apply,1,Part-time: 30 hours or less worked,0
E07000137,East Lindsey,2,Not good health,12,Not in employment or aged 15 years and under,-8,Does not apply,2,Full-time: 31 or more hours worked,0
E07000137,East Lindsey,2,Not good health,12,Not in employment or aged 15 years and under,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",-8,Does not apply,1347
E07000137,East Lindsey,2,Not good health,12,Not in employment or aged 15 years and under,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1,Part-time: 30 hours or less worked,0
E07000137,East Lindsey,2,Not good health,12,Not in employment or aged 15 years and under,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",2,Full-time: 31 or more hours worked,0
E07000137,East Lindsey,2,Not good health,12,Not in employment or aged 15 years and under,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",-8,Does not apply,3697
E07000137,East Lindsey,2,Not good health,12,Not in employment or aged 15 years and under,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1,Part-time: 30 hours or less worked,0
E07000137,East Lindsey,2,Not good health,12,Not in employment or aged 15 years and under,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",2,Full-time: 31 or more hours worked,0
E07000137,East Lindsey,2,Not good health,12,Not in employment or aged 15 years and under,3,L7: Intermediate occupations,-8,Does not apply,2504
E07000137,East Lindsey,2,Not good health,12,Not in employment or aged 15 years and under,3,L7: Intermediate occupations,1,Part-time: 30 hours or less worked,0
E07000137,East Lindsey,2,Not good health,12,Not in employment or aged 15 years and under,3,L7: Intermediate occupations,2,Full-time: 31 or more hours worked,0
E07000137,East Lindsey,2,Not good health,12,Not in employment or aged 15 years and under,4,L8 and L9: Small employers and own account workers,-8,Does not apply,3216
E07000137,East Lindsey,2,Not good health,12,Not in employment or aged 15 years and under,4,L8 and L9: Small employers and own account workers,1,Part-time: 30 hours or less worked,0
E07000137,East Lindsey,2,Not good health,12,Not in employment or aged 15 years and under,4,L8 and L9: Small employers and own account workers,2,Full-time: 31 or more hours worked,0
E07000137,East Lindsey,2,Not good health,12,Not in employment or aged 15 years and under,5,L10 and L11: Lower supervisory and technical occupations,-8,Does not apply,1978
